Zone;Élément;Produit;Année;Unité;Valeur
Danemark;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;133
Danemark;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Danemark;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;139
Danemark;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;167
Danemark;Traitement;Viande de Volailles;2017;Milliers de tonnes;1
Danemark;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Danemark;Nourriture;Viande de Volailles;2017;Milliers de tonnes;166
Danemark;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;28.98
Danemark;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;112
Danemark;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;12.97
Danemark;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;6.34
Djibouti;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;3
Djibouti;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Djibouti;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;3
Djibouti;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Djibouti;Nourriture;Viande de Volailles;2017;Milliers de tonnes;3
Djibouti;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;2.68
Djibouti;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;9
Djibouti;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.92
Djibouti;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.59
Dominique;Production;Viande de Volailles;2017;Milliers de tonnes;0
Dominique;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;4
Dominique;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Dominique;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Dominique;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;4
Dominique;Autres utilisations (non alimentaire);Viande de Volailles;2017;Milliers de tonnes;0
Dominique;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;2
Dominique;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Dominique;Nourriture;Viande de Volailles;2017;Milliers de tonnes;3
Dominique;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;35.19
Dominique;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;150
Dominique;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;11.52
Dominique;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;11.26
Égypte;Production;Viande de Volailles;2017;Milliers de tonnes;1118
Égypte;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;110
Égypte;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;-23
Égypte;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;1
Égypte;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;1250
Égypte;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;0
Égypte;Résidus;Viande de Volailles;2017;Milliers de tonnes;-1
Égypte;Nourriture;Viande de Volailles;2017;Milliers de tonnes;1250
Égypte;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;12.96
Égypte;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;50
Égypte;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;4.51
Égypte;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;3.42
El Salvador;Production;Viande de Volailles;2017;Milliers de tonnes;136
El Salvador;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;16
El Salvador;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;20
El Salvador;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;2
El Salvador;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;131
El Salvador;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
El Salvador;Nourriture;Viande de Volailles;2017;Milliers de tonnes;131
El Salvador;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;20.43
El Salvador;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;71
El Salvador;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;6.25
El Salvador;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;4.9
Émirats arabes unis;Production;Viande de Volailles;2017;Milliers de tonnes;48
Émirats arabes unis;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;433
Émirats arabes unis;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;-26
Émirats arabes unis;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;94
Émirats arabes unis;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;412
Émirats arabes unis;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Émirats arabes unis;Nourriture;Viande de Volailles;2017;Milliers de tonnes;412
Émirats arabes unis;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;43.47
Émirats arabes unis;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;147
Émirats arabes unis;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;14.8
Émirats arabes unis;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;9.25
Équateur;Production;Viande de Volailles;2017;Milliers de tonnes;340
Équateur;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Équateur;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;-1
Équateur;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Équateur;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;341
Équateur;Pertes;Viande de Volailles;2017;Milliers de tonnes;17
Équateur;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;0
Équateur;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Équateur;Nourriture;Viande de Volailles;2017;Milliers de tonnes;324
Équateur;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;19.31
Équateur;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;83
Équateur;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;6.15
Équateur;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;6.35
Espagne;Production;Viande de Volailles;2017;Milliers de tonnes;1515
Espagne;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;205
Espagne;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;11
Espagne;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;212
Espagne;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;1497
Espagne;Pertes;Viande de Volailles;2017;Milliers de tonnes;66
Espagne;Traitement;Viande de Volailles;2017;Milliers de tonnes;13
Espagne;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Espagne;Nourriture;Viande de Volailles;2017;Milliers de tonnes;1418
Espagne;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;30.39
Espagne;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;105
Espagne;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;12.47
Espagne;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;5.72
Estonie;Production;Viande de Volailles;2017;Milliers de tonnes;20
Estonie;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;21
Estonie;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;2
Estonie;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;11
Estonie;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;29
Estonie;Pertes;Viande de Volailles;2017;Milliers de tonnes;1
Estonie;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Estonie;Nourriture;Viande de Volailles;2017;Milliers de tonnes;28
Estonie;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;21.26
Estonie;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;86
Estonie;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;7.27
Estonie;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;6.03
Eswatini;Production;Viande de Volailles;2017;Milliers de tonnes;6
Eswatini;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;2
Eswatini;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Eswatini;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Eswatini;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;7
Eswatini;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Eswatini;Nourriture;Viande de Volailles;2017;Milliers de tonnes;7
Eswatini;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;6.46
Eswatini;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;22
Eswatini;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;2.23
Eswatini;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;1.37
États-Unis d'Amérique;Production;Viande de Volailles;2017;Milliers de tonnes;21914
États-Unis d'Amérique;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;123
États-Unis d'Amérique;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;80
États-Unis d'Amérique;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;3692
États-Unis d'Amérique;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;18266
États-Unis d'Amérique;Traitement;Viande de Volailles;2017;Milliers de tonnes;77
États-Unis d'Amérique;Autres utilisations (non alimentaire);Viande de Volailles;2017;Milliers de tonnes;89
États-Unis d'Amérique;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
États-Unis d'Amérique;Nourriture;Viande de Volailles;2017;Milliers de tonnes;18100
États-Unis d'Amérique;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;55.68
États-Unis d'Amérique;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;219
États-Unis d'Amérique;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;19.93
États-Unis d'Amérique;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;14.83
Éthiopie;Production;Viande de Volailles;2017;Milliers de tonnes;14
Éthiopie;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;1
Éthiopie;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Éthiopie;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;14
Éthiopie;Pertes;Viande de Volailles;2017;Milliers de tonnes;1
Éthiopie;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;0
Éthiopie;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Éthiopie;Nourriture;Viande de Volailles;2017;Milliers de tonnes;14
Éthiopie;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;0.13
Éthiopie;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;0
Éthiopie;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.04
Éthiopie;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.03
Fédération de Russie;Production;Viande de Volailles;2017;Milliers de tonnes;4444
Fédération de Russie;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;226
Fédération de Russie;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;-1
Fédération de Russie;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;115
Fédération de Russie;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;4556
Fédération de Russie;Traitement;Viande de Volailles;2017;Milliers de tonnes;54
Fédération de Russie;Résidus;Viande de Volailles;2017;Milliers de tonnes;-7
Fédération de Russie;Nourriture;Viande de Volailles;2017;Milliers de tonnes;4509
Fédération de Russie;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;30.98
Fédération de Russie;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;104
Fédération de Russie;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;10.44
Fédération de Russie;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;6.55
Fidji;Production;Viande de Volailles;2017;Milliers de tonnes;23
Fidji;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;3
Fidji;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;1
Fidji;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Fidji;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;26
Fidji;Autres utilisations (non alimentaire);Viande de Volailles;2017;Milliers de tonnes;0
Fidji;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;1
Fidji;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Fidji;Nourriture;Viande de Volailles;2017;Milliers de tonnes;25
Fidji;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;28.02
Fidji;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;97
Fidji;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;9.44
Fidji;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;6.26
Finlande;Production;Viande de Volailles;2017;Milliers de tonnes;129
Finlande;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;16
Finlande;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;22
Finlande;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;12
Finlande;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;111
Finlande;Traitement;Viande de Volailles;2017;Milliers de tonnes;8
Finlande;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Finlande;Nourriture;Viande de Volailles;2017;Milliers de tonnes;103
Finlande;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;18.76
Finlande;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;68
Finlande;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;7.87
Finlande;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;3.76
France;Production;Viande de Volailles;2017;Milliers de tonnes;1750
France;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;506
France;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;183
France;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;501
France;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;1573
France;Traitement;Viande de Volailles;2017;Milliers de tonnes;89
France;Résidus;Viande de Volailles;2017;Milliers de tonnes;-2
France;Nourriture;Viande de Volailles;2017;Milliers de tonnes;1485
France;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;22.9
France;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;92
France;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;8.95
France;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;6.03
Gabon;Production;Viande de Volailles;2017;Milliers de tonnes;4
Gabon;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;76
Gabon;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;2
Gabon;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Gabon;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;78
Gabon;Pertes;Viande de Volailles;2017;Milliers de tonnes;0
Gabon;Autres utilisations (non alimentaire);Viande de Volailles;2017;Milliers de tonnes;18
Gabon;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Gabon;Nourriture;Viande de Volailles;2017;Milliers de tonnes;61
Gabon;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;29.33
Gabon;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;99
Gabon;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;10.59
Gabon;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;5.98
Gambie;Production;Viande de Volailles;2017;Milliers de tonnes;2
Gambie;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;16
Gambie;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;10
Gambie;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;8
Gambie;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Gambie;Nourriture;Viande de Volailles;2017;Milliers de tonnes;8
Gambie;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;3.53
Gambie;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;12
Gambie;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;1.24
Gambie;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.75
Géorgie;Production;Viande de Volailles;2017;Milliers de tonnes;22
Géorgie;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;51
Géorgie;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;6
Géorgie;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;5
Géorgie;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;61
Géorgie;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Géorgie;Nourriture;Viande de Volailles;2017;Milliers de tonnes;61
Géorgie;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;15.27
Géorgie;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;51
Géorgie;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;5.19
Géorgie;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;3.21
Ghana;Production;Viande de Volailles;2017;Milliers de tonnes;60
Ghana;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;151
Ghana;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Ghana;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Ghana;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;211
Ghana;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Ghana;Nourriture;Viande de Volailles;2017;Milliers de tonnes;211
Ghana;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;7.24
Ghana;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;16
Ghana;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;2.26
Ghana;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.73
Grèce;Production;Viande de Volailles;2017;Milliers de tonnes;246
Grèce;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;79
Grèce;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;118
Grèce;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;29
Grèce;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;178
Grèce;Traitement;Viande de Volailles;2017;Milliers de tonnes;1
Grèce;Autres utilisations (non alimentaire);Viande de Volailles;2017;Milliers de tonnes;15
Grèce;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Grèce;Nourriture;Viande de Volailles;2017;Milliers de tonnes;162
Grèce;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;15.32
Grèce;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;53
Grèce;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;6.32
Grèce;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;2.89
Grenade;Production;Viande de Volailles;2017;Milliers de tonnes;1
Grenade;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;7
Grenade;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Grenade;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;8
Grenade;Autres utilisations (non alimentaire);Viande de Volailles;2017;Milliers de tonnes;0
Grenade;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;3
Grenade;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Grenade;Nourriture;Viande de Volailles;2017;Milliers de tonnes;5
Grenade;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;45.7
Grenade;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;192
Grenade;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;15.5
Grenade;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;13.99
Guatemala;Production;Viande de Volailles;2017;Milliers de tonnes;235
Guatemala;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;129
Guatemala;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Guatemala;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;7
Guatemala;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;357
Guatemala;Pertes;Viande de Volailles;2017;Milliers de tonnes;12
Guatemala;Traitement;Viande de Volailles;2017;Milliers de tonnes;0
Guatemala;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;0
Guatemala;Résidus;Viande de Volailles;2017;Milliers de tonnes;-3
Guatemala;Nourriture;Viande de Volailles;2017;Milliers de tonnes;348
Guatemala;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;20.58
Guatemala;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;71
Guatemala;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;6.11
Guatemala;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;4.95
Guinée;Production;Viande de Volailles;2017;Milliers de tonnes;13
Guinée;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;37
Guinée;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Guinée;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;50
Guinée;Pertes;Viande de Volailles;2017;Milliers de tonnes;1
Guinée;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;0
Guinée;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Guinée;Nourriture;Viande de Volailles;2017;Milliers de tonnes;49
Guinée;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;4.08
Guinée;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;14
Guinée;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;1.42
Guinée;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.84
Guinée-Bissau;Production;Viande de Volailles;2017;Milliers de tonnes;3
Guinée-Bissau;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;4
Guinée-Bissau;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;3
Guinée-Bissau;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;4
Guinée-Bissau;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Guinée-Bissau;Nourriture;Viande de Volailles;2017;Milliers de tonnes;4
Guinée-Bissau;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;2.16
Guinée-Bissau;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;7
Guinée-Bissau;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.74
Guinée-Bissau;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.46
Guyana;Production;Viande de Volailles;2017;Milliers de tonnes;31
Guyana;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Guyana;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;-1
Guyana;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Guyana;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;32
Guyana;Autres utilisations (non alimentaire);Viande de Volailles;2017;Milliers de tonnes;2
Guyana;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Guyana;Nourriture;Viande de Volailles;2017;Milliers de tonnes;30
Guyana;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;38.34
Guyana;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;165
Guyana;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;12.33
Guyana;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;12.55
Haïti;Production;Viande de Volailles;2017;Milliers de tonnes;9
Haïti;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;89
Haïti;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Haïti;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;98
Haïti;Pertes;Viande de Volailles;2017;Milliers de tonnes;0
Haïti;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;0
Haïti;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Haïti;Nourriture;Viande de Volailles;2017;Milliers de tonnes;98
Haïti;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;8.91
Haïti;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;31
Haïti;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;2.75
Haïti;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;2.11
Honduras;Production;Viande de Volailles;2017;Milliers de tonnes;193
Honduras;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;12
Honduras;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;-1
Honduras;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;1
Honduras;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;205
Honduras;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;0
Honduras;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Honduras;Nourriture;Viande de Volailles;2017;Milliers de tonnes;205
