Zone;Élément;Produit;Année;Unité;Valeur
Kirghizistan;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;32
Kirghizistan;Autres utilisations (non alimentaire);Viande de Volailles;2017;Milliers de tonnes;13
Kirghizistan;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Kirghizistan;Nourriture;Viande de Volailles;2017;Milliers de tonnes;19
Kirghizistan;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;3.1
Kirghizistan;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;11
Kirghizistan;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;1.08
Kirghizistan;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.73
Kiribati;Production;Viande de Volailles;2017;Milliers de tonnes;1
Kiribati;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;1
Kiribati;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Kiribati;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;2
Kiribati;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;0
Kiribati;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Kiribati;Nourriture;Viande de Volailles;2017;Milliers de tonnes;2
Kiribati;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;17.98
Kiribati;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;63
Kiribati;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;6.65
Kiribati;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;3.81
Koweït;Production;Viande de Volailles;2017;Milliers de tonnes;56
Koweït;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;137
Koweït;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Koweït;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;4
Koweït;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;189
Koweït;Autres utilisations (non alimentaire);Viande de Volailles;2017;Milliers de tonnes;1
Koweït;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Koweït;Nourriture;Viande de Volailles;2017;Milliers de tonnes;188
Koweït;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;46.25
Koweït;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;156
Koweït;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;15.87
Koweït;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;9.79
Lesotho;Production;Viande de Volailles;2017;Milliers de tonnes;2
Lesotho;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;15
Lesotho;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;1
Lesotho;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Lesotho;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;17
Lesotho;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Lesotho;Nourriture;Viande de Volailles;2017;Milliers de tonnes;17
Lesotho;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;7.93
Lesotho;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;27
Lesotho;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;2.72
Lesotho;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;1.71
Lettonie;Production;Viande de Volailles;2017;Milliers de tonnes;33
Lettonie;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;43
Lettonie;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;16
Lettonie;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;20
Lettonie;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;41
Lettonie;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Lettonie;Nourriture;Viande de Volailles;2017;Milliers de tonnes;41
Lettonie;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;20.89
Lettonie;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;72
Lettonie;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;7.22
Lettonie;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;4.53
Liban;Production;Viande de Volailles;2017;Milliers de tonnes;64
Liban;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;13
Liban;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Liban;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;4
Liban;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;73
Liban;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Liban;Nourriture;Viande de Volailles;2017;Milliers de tonnes;73
Liban;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;10.74
Liban;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;38
Liban;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;3.9
Liban;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;2.33
Libéria;Production;Viande de Volailles;2017;Milliers de tonnes;15
Libéria;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;48
Libéria;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;12
Libéria;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Libéria;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;50
Libéria;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Libéria;Nourriture;Viande de Volailles;2017;Milliers de tonnes;50
Libéria;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;10.67
Libéria;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;36
Libéria;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;3.74
Libéria;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;2.25
Lituanie;Production;Viande de Volailles;2017;Milliers de tonnes;118
Lituanie;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;44
Lituanie;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;12
Lituanie;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;68
Lituanie;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;82
Lituanie;Traitement;Viande de Volailles;2017;Milliers de tonnes;2
Lituanie;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Lituanie;Nourriture;Viande de Volailles;2017;Milliers de tonnes;80
Lituanie;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;28.19
Lituanie;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;96
Lituanie;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;9.74
Lituanie;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;6.03
Luxembourg;Production;Viande de Volailles;2017;Milliers de tonnes;0
Luxembourg;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;11
Luxembourg;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Luxembourg;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;1
Luxembourg;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;11
Luxembourg;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Luxembourg;Nourriture;Viande de Volailles;2017;Milliers de tonnes;11
Luxembourg;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;18.33
Luxembourg;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;69
Luxembourg;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;7.19
Luxembourg;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;4.28
Macédoine du Nord;Production;Viande de Volailles;2017;Milliers de tonnes;2
Macédoine du Nord;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;40
Macédoine du Nord;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Macédoine du Nord;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;1
Macédoine du Nord;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;41
Macédoine du Nord;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Macédoine du Nord;Nourriture;Viande de Volailles;2017;Milliers de tonnes;41
Macédoine du Nord;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;19.73
Macédoine du Nord;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;68
Macédoine du Nord;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;7.01
Macédoine du Nord;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;4.17
Madagascar;Production;Viande de Volailles;2017;Milliers de tonnes;81
Madagascar;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Madagascar;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Madagascar;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;82
Madagascar;Pertes;Viande de Volailles;2017;Milliers de tonnes;2
Madagascar;Traitement;Viande de Volailles;2017;Milliers de tonnes;6
Madagascar;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;0
Madagascar;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Madagascar;Nourriture;Viande de Volailles;2017;Milliers de tonnes;73
Madagascar;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;2.87
Madagascar;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;14
Madagascar;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.97
Madagascar;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;1.13
Malaisie;Production;Viande de Volailles;2017;Milliers de tonnes;1724
Malaisie;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;68
Malaisie;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;128
Malaisie;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;44
Malaisie;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;1621
Malaisie;Pertes;Viande de Volailles;2017;Milliers de tonnes;82
Malaisie;Autres utilisations (non alimentaire);Viande de Volailles;2017;Milliers de tonnes;320
Malaisie;Résidus;Viande de Volailles;2017;Milliers de tonnes;-1
Malaisie;Nourriture;Viande de Volailles;2017;Milliers de tonnes;1220
Malaisie;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;39.21
Malaisie;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;142
Malaisie;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;12.95
Malaisie;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;9.65
Malawi;Production;Viande de Volailles;2017;Milliers de tonnes;130
Malawi;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Malawi;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;33
Malawi;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;98
Malawi;Pertes;Viande de Volailles;2017;Milliers de tonnes;7
Malawi;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;0
Malawi;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Malawi;Nourriture;Viande de Volailles;2017;Milliers de tonnes;91
Malawi;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;5.17
Malawi;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;17
Malawi;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;1.74
Malawi;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;1.09
Maldives;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;12
Maldives;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Maldives;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;12
Maldives;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;5
Maldives;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Maldives;Nourriture;Viande de Volailles;2017;Milliers de tonnes;7
Maldives;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;13.5
Maldives;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;47
Maldives;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;4.7
Maldives;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;2.94
Mali;Production;Viande de Volailles;2017;Milliers de tonnes;48
Mali;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;1
Mali;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;-4
Mali;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;52
Mali;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Mali;Nourriture;Viande de Volailles;2017;Milliers de tonnes;52
Mali;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;2.83
Mali;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;9
Mali;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.96
Mali;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.6
Malte;Production;Viande de Volailles;2017;Milliers de tonnes;4
Malte;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;9
Malte;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;-1
Malte;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Malte;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;14
Malte;Autres utilisations (non alimentaire);Viande de Volailles;2017;Milliers de tonnes;2
Malte;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Malte;Nourriture;Viande de Volailles;2017;Milliers de tonnes;12
Malte;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;27.17
Malte;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;103
Malte;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;12.68
Malte;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;5.41
Maroc;Production;Viande de Volailles;2017;Milliers de tonnes;762
Maroc;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;3
Maroc;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;17
Maroc;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;1
Maroc;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;746
Maroc;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Maroc;Nourriture;Viande de Volailles;2017;Milliers de tonnes;746
Maroc;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;20.96
Maroc;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;70
Maroc;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;7.29
Maroc;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;4.35
Maurice;Production;Viande de Volailles;2017;Milliers de tonnes;48
Maurice;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;2
Maurice;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Maurice;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Maurice;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;49
Maurice;Autres utilisations (non alimentaire);Viande de Volailles;2017;Milliers de tonnes;0
Maurice;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;1
Maurice;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Maurice;Nourriture;Viande de Volailles;2017;Milliers de tonnes;48
Maurice;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;37.93
Maurice;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;128
Maurice;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;13.06
Maurice;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;8.05
Mauritanie;Production;Viande de Volailles;2017;Milliers de tonnes;5
Mauritanie;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;24
Mauritanie;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;6
Mauritanie;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;22
Mauritanie;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Mauritanie;Nourriture;Viande de Volailles;2017;Milliers de tonnes;22
Mauritanie;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;5.14
Mauritanie;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;11
Mauritanie;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;1.59
Mauritanie;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.51
Mexique;Production;Viande de Volailles;2017;Milliers de tonnes;3249
Mexique;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;972
Mexique;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;-6
Mexique;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;9
Mexique;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;4219
Mexique;Pertes;Viande de Volailles;2017;Milliers de tonnes;161
Mexique;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;0
Mexique;Nourriture;Viande de Volailles;2017;Milliers de tonnes;4058
Mexique;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;32.52
Mexique;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;123
Mexique;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;9.26
Mexique;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;9.27
Mongolie;Production;Viande de Volailles;2017;Milliers de tonnes;0
Mongolie;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;10
Mongolie;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;1
Mongolie;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;9
Mongolie;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Mongolie;Nourriture;Viande de Volailles;2017;Milliers de tonnes;9
Mongolie;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;2.77
Mongolie;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;9
Mongolie;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.95
Mongolie;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.59
Monténégro;Production;Viande de Volailles;2017;Milliers de tonnes;4
Monténégro;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;8
Monténégro;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;1
Monténégro;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Monténégro;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;10
Monténégro;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Monténégro;Nourriture;Viande de Volailles;2017;Milliers de tonnes;10
Monténégro;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;15.98
Monténégro;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;55
Monténégro;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;5.79
Monténégro;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;3.37
Mozambique;Production;Viande de Volailles;2017;Milliers de tonnes;92
Mozambique;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;24
Mozambique;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;-1
Mozambique;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;116
Mozambique;Pertes;Viande de Volailles;2017;Milliers de tonnes;4
Mozambique;Traitement;Viande de Volailles;2017;Milliers de tonnes;9
Mozambique;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;0
Mozambique;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Mozambique;Nourriture;Viande de Volailles;2017;Milliers de tonnes;103
Mozambique;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;3.59
Mozambique;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;13
Mozambique;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;1.2
Mozambique;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.82
Myanmar;Production;Viande de Volailles;2017;Milliers de tonnes;1662
Myanmar;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;3
Myanmar;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;-1
Myanmar;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Myanmar;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;1666
Myanmar;Pertes;Viande de Volailles;2017;Milliers de tonnes;45
Myanmar;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;0
Myanmar;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Myanmar;Nourriture;Viande de Volailles;2017;Milliers de tonnes;1621
Myanmar;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;30.37
Myanmar;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;116
Myanmar;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;9.93
Myanmar;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;8.11
Namibie;Production;Viande de Volailles;2017;Milliers de tonnes;11
Namibie;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;29
Namibie;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Namibie;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;12
Namibie;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;28
Namibie;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Namibie;Nourriture;Viande de Volailles;2017;Milliers de tonnes;28
Namibie;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;11.53
Namibie;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;40
Namibie;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;4.25
Namibie;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;2.38
Népal;Production;Viande de Volailles;2017;Milliers de tonnes;58
Népal;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Népal;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Népal;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;58
Népal;Pertes;Viande de Volailles;2017;Milliers de tonnes;3
Népal;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;0
Népal;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Népal;Nourriture;Viande de Volailles;2017;Milliers de tonnes;55
Népal;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;1.99
Népal;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;7
Népal;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.67
Népal;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.42
Nicaragua;Production;Viande de Volailles;2017;Milliers de tonnes;143
Nicaragua;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;6
Nicaragua;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;11
Nicaragua;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Nicaragua;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;138
Nicaragua;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Nicaragua;Nourriture;Viande de Volailles;2017;Milliers de tonnes;138
Nicaragua;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;21.59
Nicaragua;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;93
Nicaragua;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;6.91
Nicaragua;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;7.08
Niger;Production;Viande de Volailles;2017;Milliers de tonnes;19
Niger;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;3
Niger;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Niger;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Niger;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;21
Niger;Pertes;Viande de Volailles;2017;Milliers de tonnes;1
Niger;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;0
Niger;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Niger;Nourriture;Viande de Volailles;2017;Milliers de tonnes;20
Niger;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;0.94
Niger;Disponibilité alimentaire (Kcal/personne/jour);Viande de Volailles;2017;Kcal/personne/jour;3
Niger;Disponibilité de protéines en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.32
Niger;Disponibilité de matière grasse en quantité (g/personne/jour);Viande de Volailles;2017;g/personne/jour;0.2
Nigéria;Production;Viande de Volailles;2017;Milliers de tonnes;201
Nigéria;Importations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Nigéria;Variation de stock;Viande de Volailles;2017;Milliers de tonnes;0
Nigéria;Exportations - Quantité;Viande de Volailles;2017;Milliers de tonnes;0
Nigéria;Disponibilité intérieure;Viande de Volailles;2017;Milliers de tonnes;202
Nigéria;Pertes;Viande de Volailles;2017;Milliers de tonnes;10
Nigéria;Alimentation pour touristes;Viande de Volailles;2017;Milliers de tonnes;0
Nigéria;Résidus;Viande de Volailles;2017;Milliers de tonnes;0
Nigéria;Nourriture;Viande de Volailles;2017;Milliers de tonnes;192
Nigéria;Disponibilité alimentaire en quantité (kg/personne/an);Viande de Volailles;2017;kg;1.01
